03022,"- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae), exceto fígados, ovas e sêmen:"
03023,"- Atuns (do gênero Thunnus), bonito-listrado (Euthynnus (Katsuwonus) pelamis), exceto fígados, ovas e sêmen:"
03024,"- Arenques (Clupea harengus, Clupea pallasii), anchovas (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros"
030242,-- Anchovas (Engraulis spp.)
03025,"- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen:"
03027,"- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguil"
030272,"-- Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03028,"- Outros peixes, exceto fígados, ovas e sêmen:"
030283,-- Merluza negra e merluza antártica (Dissostichus spp.)
030289,-- Outros
0302891,"Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.) e pargo (Lutjanus purpureus)"
0302892,"Cherne-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjão (Acipenser baeri) e peixes-rei (Atherina spp.)"
0302893,"Curimatãs (Prochilodus spp.), tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíra (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucu "
,(Arapaima g
0302894,"Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu (Piaractus mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (híbrido de tambaqui e pacu)"
0303,"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04."
03031,"- Salmonídeos, exceto fígados, ovas e sêmen:"
03032,"- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguil"
030324,"-- Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03033,"- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae), exceto fígados, ovas e sêmen:"
03034,"- Atuns (do gênero Thunnus), bonito-listrado (Euthynnus (Katsuwonus) pelamis), exceto fígados, ovas e sêmen:"
03035,"- Arenques (Clupea harengus, Clupea pallasii), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus), cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus), chicharros (Trachurus spp.), bijupirá"
03036,"- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto fígados, ovas e sêmen:"
030369,-- Outros
03038,"- Outros peixes, exceto fígados, ovas e sêmen:"
030381,-- Cação e outros tubarões
0303811,Tubarão-azul (Prionace glauca)
030383,-- Merluza negra e merluza antártica (Dissostichus spp.)
0303831,Merluza negra (Dissostichus eleginoides)
0303832,Merluza antártica (Dissostichus mawsoni)
030389,-- Outros
0303893,"Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.), pargo (Lutjanus purpureus) e peixe-sapo (Lophius gastrophysus)"
0303894,"Cherne-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), tainhas (Mujil spp.), esturjões (Acipenser baeri, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus), peixes-rei (Atherina spp.), merluza rosada (Macruronus magellanic"
0303895,"Curimatãs (Prochilodus spp.), tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíra (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), pirarucus (Arapaima gigas) e anchoitas (En"
0303896,"Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu (Piaractus Mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (híbrido de tambaqui e pacu)"
0304,"Filés de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados."
03043,"- Filés de tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguia"
030432,"-- Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03044,"- Filés de outros peixes, frescos ou refrigerados:"
030449,-- Outros
03045,"- Outros, frescos ou refrigerados:"
03046,"- Filés de tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguia"
030462,"-- Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03047,"- Filés de peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, congelados:"
03048,"- Filés de outros peixes, congelados:"
030485,-- Merluza negra e merluza antártica (Dissostichus spp.)
030489,-- Outros
03049,"- Outros, congelados:"
030492,-- Merluza negra e merluza antártica (Dissostichus spp.)
0304921,Merluza negra (Dissostichus eleginoides)
0304922,Merluza antártica (Dissostichus mawsoni)
0305,"Peixes secos, salgados ou em salmoura; peixes defumados, mesmo cozidos antes ou durante a defumação; farinhas, pós e pellets, de peixe, próprios para alimentação humana."
03053,"- Filés de peixes, secos, salgados ou em salmoura, mas não defumados:"
030532,"-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae"
030539,-- Outros
03054,"- Peixes defumados, mesmo em filés, exceto desperdícios comestíveis de peixes:"
030549,-- Outros
03055,"- Peixes secos, exceto desperdícios comestíveis de peixes, mesmo salgados, mas não defumados:"
030559,-- Outros
03056,"- Peixes salgados, não secos nem defumados e peixes em salmoura, exceto desperdícios comestíveis de peixes:"
030569,-- Outros
03057,"- Barbatanas, cabeças, caudas, bexigas natatórias e outros desperdícios comestíveis de peixes:"
0306,"Crustáceos, com ou sem carapaça, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos, com ou sem carapaça,defumados, mesmo cozidos antes ou durante a defumação; crustáceos comcarapaça, cozidos em água ou vapor, mesmo ref"
03061,- Congelados:
030611,"-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)"
030616,"-- Camarões de água fria (Pandalus spp., Crangon crangon)"
030617,-- Outros camarões
030619,"-- Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana"
03062,- Não congelados:
030629,"-- Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana"
0307,"Moluscos, com ou sem concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; moluscos, com ou sem concha, defumados, mesmo cozidos antes ou durante a defumação; farinhas, pós e pellets de moluscos, exceto crustáceos, próprios p"
03071,- Ostras:
03072,"- Vieiras e outros mariscos dos gêneros Pecten, Chlamys ou Placopecten:"
03073,"- Mexilhões (Mytilus spp., Perna spp.):"
03074,"- Sépias (Sepia officinalis, Rossia macrosoma, Sepiola spp.); lulas (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.):"
030749,-- Outras
0307491,Congeladas
03075,- Polvos (Octopus spp.):
030759,-- Outros
03077,"- Ameijoas, berbigões e arcas (famílias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae):"
03078,- Abalones (Haliotis spp.):
03079,"- Outros, incluindo as farinhas, pós e pellets, próprios para alimentação humana:"
0308,"INVERTEBRADOS AQUáTICOS,"
03081,"- Pepinos-do-mar (Stichopus japonicus, Holothurioidea):"
03082,"- Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus):"
04,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos"
0401,"Leite e creme de leite, não concentrados nem adicionados de açúcar oude outros edulcorantes."
040110,"- Com um teor, em peso, de matérias gordas, não superior a 1 %"
040120,"- Com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %"
040140,"- Com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %"
0401402,Creme de leite
040150,"- Com um teor, em peso, de matérias gordas, superior a 10 %"
0401502,Creme de leite
0402,"Leite e creme de leite, concentrados ou adicionados de açúcar ou de outros edulcorantes."
040210,"- Em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas, não superior a 1,5 %"
04022,"- Em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas, superior a 1,5 %:"
040221,-- Sem adição de açúcar ou de outros edulcorantes
040229,-- Outros
04029,- Outros:
0403,"Leitelho, leite e creme de leite coalhados, iogurte, quefir e outros leites e cremes de leite fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizadosou adicionados de frutas ou de cacau."
0404,"Soro de leite, mesmo concentrado ou adicionado de açúcar ou de outrosedulcorantes; produtos constituídos por componentes naturais do leite, mesmo adicionados de açúcar ou de outros edulcorantes, não especificados nem compreendidos noutras posições."
0405,Manteiga e outras matérias gordas provenientes do leite; pasta de espalhar (pasta de barrar) de produtos provenientes do leite.
040590,- Outras
0406,Queijos e requeijão.
040610,"- Queijos frescos (não curados), incluindo o queijo de soro de leite,e o requeijão"
040690,- Outros queijos
0407,"Ovos de aves, com casca, frescos, conservados ou cozidos."
04071,- Ovos fertilizados destinados à incubação:
04072,- Outros ovos frescos:
0408,"Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em água ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de açúcar ou de outros edulcorantes."
04081,- Gemas de ovos:
04089,- Outros:
05,"Outros produtos de origem animal, não especificados nem compreendidosnoutros Capítulos"
0502,"Cerdas de porco ou de javali; pelos de texugo e outros pelos para escovas, pincéis e artigos semelhantes; desperdícios destas cerdas e pelos."
050210,- Cerdas de porco ou de javali e seus desperdícios
0502101,Cerdas de porco
050290,- Outros
050400,"Tripas, bexigas e estômagos, de animais, inteiros ou em pedaços, exceto de peixes, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados."
0504001,Tripas
0505,"Peles e outras partes de aves, com as suas penas ou penugem, penas e partes de penas (mesmo aparadas), penugem, em bruto ou simplesmente limpas, desinfetadas ou preparadas tendo em vista a sua conservação; póse desperdícios de penas ou de partes de pena"
0506,"Ossos e núcleos córneos, em bruto, desengordurados ou simplesmente preparados (mas não cortados sob forma determinada), acidulados ou degelatinados; pós e desperdícios destas matérias."
0507,"Marfim, carapaças de tartaruga, barbas, incluindo as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios des"
051000,"Âmbar-cinzento, castóreo, algália e almíscar; cantáridas; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro mo"
0511,"Produtos de origem animal, não especificados nem compreendidos noutras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana."
05119,- Outros:
051191,"-- Produtos de peixes ou de crustáceos, moluscos ou outros invertebrados aquáticos; animais mortos do Capítulo 3"
051199,-- Outros
0511999,Outros
06,Plantas vivas e produtos de floricultura
0601,"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo, em vegetação ou em flor; mudas, plantas e raízes de chicória, exceto as raízes da posição 12.12."
0602,"Outras plantas vivas (incluindo as suas raízes), estacas e enxertos; micélios de cogumelos."
060290,- Outros
0602902,Mudas de plantas ornamentais
0602908,Outras mudas
0603,"Flores e botões de flores, cortados, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo."
06031,- Frescos:
0604,"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo."
07,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis"
0701,"Batatas, frescas ou refrigeradas."
0703,"Cebolas, chalotas, alhos, alhos-porros e outros produtos hortícolas aliáceos, frescos ou refrigerados."
070310,- Cebolas e chalotas
0703101,Cebolas
0703102,Chalotas
070320,- Alhos
070390,- Alhos-porros e outros produtos hortícolas aliáceos
0704,"Couves, couve-flor, repolho ou couve frisada, couve-rábano e produtoscomestíveis semelhantes do gênero Brassica, frescos ou refrigerados."
0705,"Alfaces (Lactuca sativa) e chicórias (Cichorium spp.), frescas ou refrigeradas."
07051,- Alfaces:
07052,- Chicórias:
0706,"Cenouras, nabos, beterrabas para salada, cercefi, aipo-rábano, rabanetes e raízes comestíveis semelhantes, frescos ou refrigerados."
0708,"Legumes de vagem, com ou sem vagem, frescos ou refrigerados."
0709,"Outros produtos hortícolas, frescos ou refrigerados."
07095,- Cogumelos e trufas:
07099,- Outros:
070993,"ABóBORAS,ABOBRINHAS(CURGETES*) E CABAçAS(CUCURBITA SPP)"
070999,-- Outros
0709991,Milho doce
0710,"Produtos hortícolas, não cozidos ou cozidos em água ou vapor, congelados."
07102,"- Legumes de vagem, com ou sem vagem:"
0711,"Produtos hortícolas conservados transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprios para alimentação nesse estado."
071120,- Azeitonas
07115,- Cogumelos e trufas:
0712,"Produtos hortícolas secos, mesmo cortados em pedaços ou fatias, ou ainda triturados ou em pó, mas sem qualquer outro preparo."
07123,"- Cogumelos, orelhas-de-judas (Auricularia spp.), tremelas (Tremella spp.) e trufas:"
071290,- Outros produtos hortícolas; misturas de produtos hortícolas
0713,"Legumes de vagem, secos, em grão, mesmo pelados ou partidos."
071310,- Ervilhas (Pisum sativum)
071320,- Grão-de-bico
07133,"- Feijões (Vigna spp., Phaseolus spp.):"
071331,-- Feijões das espécies Vigna mungo (L.) Hepper ou Vigna radiata (L.)Wilczek
071332,-- Feijão-adzuki (Phaseolus ou Vigna angularis)
071333,-- Feijão comum (Phaseolus vulgaris)
0713331,Preto
0713332,Branco
0713339,Outros
071334,-- Feijão-bambara (Vigna subterranea ou Voandzeia subterranea)
071335,-- Feijão-fradinho (Vigna unguiculata)
071339,-- Outros
071340,- Lentilhas
071350,"- Favas (Vicia faba var. major) e fava forrageira (Vicia faba var. equina, Vicia faba var. minor)"
071360,- Feijão-guando (Cajanus cajan)
071390,- Outros
0714,"Raízes de mandioca, de araruta e de salepo, tupinambos, batatas-docese raízes ou tubérculos semelhantes, com elevado teor de fécula ou de inulina, frescos, refrigerados, congelados ou secos, mesmo cortados empedaços ou em pellets; medula de sagueiro."
08,Frutas; cascas de frutos cítricos e de melões
0801,"Cocos, castanha-do-pará e castanha de caju, frescos ou secos, com ou sem casca ou pelados."
08011,- Cocos:
080111,-- Dessecados
08012,- Castanha-do-pará:
08013,- Castanha de caju:
0802,"Outras frutas de casca rija, frescas ou secas, com ou sem casca ou peladas."
08021,- Amêndoas:
08022,- Avelãs (Corylus spp.):
08023,- Nozes:
08024,- Castanhas (Castanea spp.):
08025,- Pistácios:
08026,- Nozes de macadâmia:
0803,"Bananas, incluindo as bananas-da-terra, frescas ou secas."
0804,"Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos."
080410,- Tâmaras
080420,- Figos
080450,"- Goiabas, mangas e mangostões"
0805,"Frutos cítricos, frescos ou secos."
0806,Uvas frescas ou secas (passas).
0807,"Melões, melancias e mamões (papaias), frescos."
08071,- Melões e melancias:
0808,"Maçãs, peras e marmelos, frescos."
0809,"Damascos, cerejas, pêssegos (incluindo as nectarinas), ameixas e abrunhos, frescos."
08092,- Cerejas:
080930,"- Pêssegos, incluindo as nectarinas"
0810,Outras frutas frescas.
081090,- OUTRA
0810901,"CARAMBOLAS (AVERRHOA CARAMBOLA), ANONAS E OUTRAS FRUTAS"
0811,"Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes."
0812,"Frutas conservadas transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprias para alimentação nesse estado."
0813,"Frutas secas, exceto as das posições 08.01 a 08.06; misturas de frutas secas ou de frutas de casca rija do presente Capítulo."
081320,- Ameixas
081340,- Outras frutas
09,"Café, chá, mate e especiarias"
0901,"Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café que contenham café em qualquer proporção."
09011,- Café não torrado:
090111,-- Não descafeinado
09012,- Café torrado:
0902,"Chá, mesmo aromatizado."
090300,Mate.
0904,"Pimenta (do gênero Piper); pimentões e pimentas dos gêneros Capsicum ou Pimenta, secos ou triturados ou em pó."
09041,- Pimenta (do gênero Piper):
09042,- Pimentões e pimentas dos gêneros Capsicum ou Pimenta:
0905,Baunilha.
0906,Canela e flores de caneleira.
09061,- Não trituradas nem em pó:
0907,"Cravo-da-índia (frutos, flores e pedúnculos)."
0908,"Noz-moscada, macis, amomos e cardamomos."
09081,- Noz-moscada:
09082,- Macis:
09083,- Amomos e cardamomos:
0909,"Sementes de anis (erva-doce), badiana (anis-estrelado), funcho, coentro, cominho ou alcaravia; bagas de zimbro."
09092,- Sementes de coentro:
09093,- Sementes de cominho:
09096,"- Sementes de anis (erva-doce), badiana (anis-estrelado), funcho ou alcaravia; bagas de zimbro:"
090961,-- Não trituradas nem em pó
090962,-- Trituradas ou em pó
0910,"Gengibre, açafrão, açafrão-da-terra, tomilho, louro, caril e outras especiarias."
09101,- Gengibre:
09109,- Outras especiarias:
10,Cereais
1001,Trigo e mistura de trigo com centeio (méteil).
10011,- Trigo duro:
10019,- Outros:
1002,Centeio.
1003,Cevada.
100390,- Outras
1004,Aveia.
1005,Milho.
100590,- Outros
1006,Arroz.
100610,- Arroz com casca (arroz paddy)
1006109,Outros
100620,- Arroz descascado (arroz cargo ou castanho)
100630,"- Arroz semibranqueado ou branqueado, mesmo polido ou brunido"
1006301,Parboilizado
1006302,Não parboilizado
1007,Sorgo de grão.
1008,"Trigo mourisco, painço e alpiste; outros cereais."
100810,- Trigo mourisco
10082,- Painço:
100821,PARA SEMEADURA
100829,OUTROS
100830,- Alpiste
100840,- Milhã (Digitaria spp.)
100850,- Quinoa (Chenopodium quinoa)
100860,- Triticale
100890,- Outros cereais
11,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo
110100,Farinhas de trigo ou de mistura de trigo com centeio (méteil).
1102,"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (méteil)."
1103,"Grumos, sêmolas e pellets, de cereais."
11031,- Grumos e sêmolas:
1104,"Grãos de cereais trabalhados de outro modo (por exemplo, descascados,esmagados, em flocos, em pérolas, cortados ou partidos), com exclusãodo arroz da posição 10.06; germes de cereais, inteiros, esmagados, emflocos ou moídos."
11041,- Grãos esmagados ou em flocos:
11042,"- Outros grãos trabalhados (por exemplo, descascados, em pérolas, cortados ou partidos):"
1105,"Farinha, sêmola, pó, flocos, grânulos e pellets, de batata."
1106,"Farinhas, sêmolas e pós, dos legumes de vagem, secos, da posição 07.13, de sagu ou das raízes ou tubérculos da posição 07.14 e dos produtosdo Capítulo 8."
1107,"Malte, mesmo torrado."
110710,- Não torrado
110720,- Torrado
1108,Amidos e féculas; inulina.
11081,- Amidos e féculas:
12,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens"
1201,"Soja, mesmo triturada."
1202,"Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados."
12024,- Outros:
120400,"Linhaça (sementes de linho), mesmo triturada."
1205,"Sementes de nabo silvestre ou de colza, mesmo trituradas."
120510,- Sementes de nabo silvestre ou de colza com baixo teor de ácido erúcico
120590,- Outras
120600,"Sementes de girassol, mesmo trituradas."
1207,"Outras sementes e frutos oleaginosos, mesmo triturados."
120710,- Nozes e amêndoas de palma (palmiste)
12072,- Sementes de algodão:
120730,- Sementes de rícino
120740,- Sementes de gergelim
120750,- Sementes de mostarda
120760,- Sementes de cártamo (Carthamus tinctorius)
120770,- Sementes de melão
12079,- Outros:
120791,-- Sementes de dormideira ou papoula
120799,-- Outros
1208,"Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda."
1209,"Sementes, frutos e esporos, para semeadura."
12092,- Sementes de plantas forrageiras:
12099,- Outros:
1210,"Cones de lúpulo, frescos ou secos, mesmo triturados ou moídos ou em pellets; lupulina."
121020,"- Cones de lúpulo, triturados ou moídos ou em pellets; lupulina"
1211,"Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como inseticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó."
121190,- Outros
1212,"Alfarroba, algas, beterraba sacarina e cana-de-açúcar, frescas, refrigeradas, congeladas ou secas, mesmo em pó; caroços e amêndoas de frutos e outros produtos vegetais (incluindo as raízes de chicória não torradas, da variedade Cichorium intybus sativum"
12122,- Algas:
12129,- Outros:
121299,-- Outros
1214,"Rutabagas, beterrabas forrageiras, raízes forrageiras, feno, alfafa (luzerna), trevo, sanfeno, couves forrageiras, tremoço, ervilhaca e produtos forrageiros semelhantes, mesmo em pellets."
13,"Gomas, resinas e outros sucos e extratos vegetais"
1301,"Goma-laca; gomas, resinas, gomas-resinas e oleorresinas (bálsamos, por exemplo), naturais."
130190,- Outros
1302,"Sucos e extratos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes, derivados dosvegetais, mesmo modificados."
13021,- Sucos e extratos vegetais:
130211,-- Ópio
130219,-- Outros
1302199,Outros
130220,"- Matérias pécticas, pectinatos e pectatos"
13023,"- Produtos mucilaginosos e espessantes, derivados dos vegetais, mesmomodificados:"
130232,"-- Produtos mucilaginosos e espessantes, de alfarroba, de sementes dealfarroba ou de sementes de guaré, mesmo modificados"
1302321,De alfarroba ou de suas sementes
130239,-- Outros
14,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos"
1401,"Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais limpa, branqueada ou tingida, casca de tília)."
1404,Produtos vegetais não especificados nem compreendidos noutras posições.
140420,- Línteres de algodão
140490,- Outros
15,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal
1501,"Gorduras de porco (incluindo a banha) e gorduras de aves, exceto as das posições 02.09 ou 15.03."
1502,"Gorduras de animais das espécies bovina, ovina ou caprina, exceto as da posição 15.03."
150210,- Sebo
1502101,Bovino
1504,"Gorduras, óleos e respectivas frações, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados."
150410,- Óleos de fígados de peixes e respectivas frações
1504101,De bacalhau
150500,"Suarda e substâncias gordas dela derivadas, incluindo a lanolina."
1507,"Óleo de soja e respectivas frações, mesmo refinados, mas não quimicamente modificados."
150790,- Outros
1507901,Refinado
1508,"Óleo de amendoim e respectivas frações, mesmo refinados, mas não quimicamente modificados."
1509,"Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados."
150990,- Outros
1511,"Óleo de dendê e respectivas frações, mesmo refinados, mas não quimicamente modificados."
1512,"Óleos de girassol, de cártamo ou de algodão, e respectivas frações, mesmo refinados, mas não quimicamente modificados."
15121,- Óleos de girassol ou de cártamo e respectivas frações:
