85,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios"
86,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização paravias de comunicação"
87,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios"
88,"Aeronaves e aparelhos espaciais, e suas partes"
89,Embarcações e estruturas flutuantes
90,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia,de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios"
91,Artigos de relojoaria
92,Instrumentos musicais; suas partes e acessórios
93,ARMAS E MUNIçõES; SUAS PARTES E ACESSóRIOS
94,"Móveis; mobiliário médico-cirúrgico; colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos noutrosCapítulos; anúncios, cartazes ou tabuletas e placas indicadoras, luminosos e artigos semelhantes; construções pré-"
95,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios"
96,Obras diversas
97,"Objetos de arte, de coleção e antiguidades"
